Rank,Country/Territory,Name,Date,Points Accumulated
72,MAS,Go Pei Kee,2023-08-01,"4,800"
73,NED,Kirsten De Wit,2023-08-01,"4,420"
74,IND,Simran Singhi,2023-08-01,"4,000"
75,THA,Prinda Pattanawaritthipan,2023-08-01,"3,890"
75,CAN,Talia Ng,2023-08-01,"3,890"
75,THA,Laksika Kanlaha,2023-08-01,"3,890"
75,IND,Rutaparna Panda,2023-08-01,"3,890"
79,INA,Ridya Aulia Fatasya,2023-08-01,"3,880"
80,CHN,Bao Li Jing,2023-08-01,"3,850"
80,HKG,Lui Lok Lok,2023-08-01,"3,850"
82,CAN,Jacqueline Cheung,2023-08-01,"3,600"
83,SWE,Malena Norrman,2023-08-01,"3,410"
84,EST,Kati-Kreet Käsner,2023-08-01,"3,340"
84,ITA,Martina Corsini,2023-08-01,"3,340"
86,CHN,Li Ying,2023-08-01,"3,030"
86,CHN,Luo Xu Min,2023-08-01,"3,030"
86,MAS,Go Pei Kee,2023-08-01,"3,030"
89,MAS,Cheng Su Hui,2023-08-01,"2,990"
89,THA,Ornnicha Jongsathapornparn,2023-08-01,"2,990"
91,NZL,Erena Calder -Hawkins,2023-08-01,"2,750"
91,TPE,Cheng Yu-Pei,2023-08-01,"2,750"
91,TPE,Lee Yu-Hsuan,2023-08-01,"2,750"
91,TPE,Chiu Pin-Chian,2023-08-01,"2,750"
91,CAN,Jeslyn Chow,2023-08-01,"2,750"
96,JPN,Mei Sudo,2023-08-01,"2,660"
96,IND,Shruti Mishra,2023-08-01,"2,660"
98,KOR,Kim Hyerin,2023-08-01,"2,220"
98,CAN,Joanna Xu,2023-08-01,"2,220"
100,CHN,Hua Xiao Bei,2023-08-01,"2,110"
1,KOR,Baek Ha Na,2023-07-25,"78,560"
2,KOR,Kim So Yeong,2023-07-25,"61,070"
3,JPN,Yuki Fukushima,2023-07-25,"59,300"
4,CHN,Li Wen Mei,2023-07-25,"54,820"
5,CHN,Chen Qing Chen,2023-07-25,"54,750"
6,JPN,Nami Matsuyama,2023-07-25,"50,860"
7,CHN,Zhang Shu Xian,2023-07-25,"47,420"
8,THA,Jongkolphan Kititharakul,2023-07-25,"46,420"
9,KOR,Jeong Na Eun,2023-07-25,"45,750"
10,JPN,Mayu Matsumoto,2023-07-25,"45,540"
11,THA,Benyapa Aimsaard,2023-07-25,"45,370"
12,JPN,Rin Iwanaga,2023-07-25,"45,150"
13,INA,Apriyani Rahayu,2023-07-25,"44,500"
14,JPN,Rena Miyaura,2023-07-25,"42,940"
15,TPE,Lee Chia Hsin,2023-07-25,"42,730"
16,MAS,Tan Pearly,2023-07-25,"40,750"
17,INA,Febriana Dwipuji Kusuma,2023-07-25,"38,630"
18,ENG,Chloe Birch,2023-07-25,"36,240"
19,CHN,Liu Sheng Shu,2023-07-25,"35,280"
20,JPN,Rui Hirokami,2023-07-25,"35,160"
21,DEN,Maiken Fruergaard,2023-07-25,"34,690"
22,HKG,Yeung Nga Ting,2023-07-25,"33,970"
23,MAS,Vivian Hoo,2023-07-25,"33,130"
24,IND,Treesa Jolly,2023-07-25,"31,790"
25,SGP,Jin Yu Jia,2023-07-25,"29,850"
26,CAN,Catherine Choi,2023-07-25,"29,560"
27,FRA,Margot Lambert,2023-07-25,"29,400"
28,INA,Lanny Tria Mayasari,2023-07-25,"27,170"
29,BUL,Gabriela Stoeva,2023-07-25,"26,990"
30,INA,Meilysa Trias Puspitasari,2023-07-25,"26,880"
31,TPE,Hsu Ya Ching,2023-07-25,"25,190"
32,TPE,Chang Ching Hui,2023-07-25,"24,320"
33,CHN,Li Yi Jing,2023-07-25,"24,240"
34,GER,Linda Efler,2023-07-25,"23,760"
35,USA,Annie Xu,2023-07-25,"23,490"
36,KOR,Lee Yu Lim,2023-07-25,"23,090"
37,THA,Supissara Paewsampran,2023-07-25,"23,030"
38,TPE,Hu Ling Fang,2023-07-25,"21,560"
39,NED,Debora Jille,2023-07-25,"20,980"
40,SCO,Julie Macpherson,2023-07-25,"20,170"
41,USA,Srivedya Gurazada,2023-07-25,"18,220"
42,IND,Ashwini Bhat K.,2023-07-25,"16,440"
43,GER,Stine Kuespert,2023-07-25,"16,090"
44,HKG,Ng Tsz Yau,2023-07-25,"15,300"
45,USA,Francesca Corbett,2023-07-25,"14,960"
46,USA,Paula Lynn Cao Hok,2023-07-25,"14,070"
47,KOR,Baek Ha Na,2023-07-25,"12,860"
48,CHN,Liu Sheng Shu,2023-07-25,"11,950"
49,CHN,Du Yue,2023-07-25,"11,880"
50,CHN,Keng Shu Liang,2023-07-25,"10,750"
51,IND,Tanisha Crasto,2023-07-25,"10,120"
52,CHN,Tan Ning,2023-07-25,"9,940"
53,JPN,Sayaka Hobara,2023-07-25,"9,920"
54,AUS,Kaitlyn Ea,2023-07-25,"9,690"
55,TPE,Liu Chiao-Yun,2023-07-25,"9,120"
56,TPE,Hsu Yin-Hui,2023-07-25,"8,400"
57,ESP,Clara Azurmendi,2023-07-25,"7,880"
58,IRL,Kate Frost,2023-07-25,"7,560"
59,KOR,Lee So Hee,2023-07-25,"7,320"
60,TPE,Hsieh Pei Shan,2023-07-25,"7,190"
61,BRA,Sania Lima,2023-07-25,"7,010"
62,AUS,Setyana Mapasa,2023-07-25,"6,640"
63,BRA,Jaqueline Lima,2023-07-25,"6,340"
64,UKR,Mariia Stoliarenko,2023-07-25,"6,090"
64,IND,Reddy Sikki,2023-07-25,"6,090"
66,CHN,Chen Fang Hui,2023-07-25,"5,950"
67,HKG,Fan Ka Yan,2023-07-25,"5,500"
68,CHN,Chen Xiao Fei,2023-07-25,"5,500"
69,CAN,Jackie Dent,2023-07-25,"4,970"
70,TPE,Hung En-Tzu,2023-07-25,"4,900"
71,IND,Haritha Manazhiyil H,2023-07-25,"4,880"
72,MAS,Go Pei Kee,2023-07-25,"4,800"
73,NED,Kirsten De Wit,2023-07-25,"4,420"
74,IND,Simran Singhi,2023-07-25,"4,000"
75,IND,Rutaparna Panda,2023-07-25,"3,890"
75,THA,Laksika Kanlaha,2023-07-25,"3,890"
75,CAN,Talia Ng,2023-07-25,"3,890"
75,THA,Prinda Pattanawaritthipan,2023-07-25,"3,890"
79,INA,Ridya Aulia Fatasya,2023-07-25,"3,880"
80,HKG,Lui Lok Lok,2023-07-25,"3,850"
80,CHN,Bao Li Jing,2023-07-25,"3,850"
82,CAN,Jacqueline Cheung,2023-07-25,"3,600"
83,SWE,Malena Norrman,2023-07-25,"3,410"
84,EST,Kati-Kreet Käsner,2023-07-25,"3,340"
84,ITA,Martina Corsini,2023-07-25,"3,340"
86,CHN,Luo Xu Min,2023-07-25,"3,030"
86,MAS,Go Pei Kee,2023-07-25,"3,030"
86,CHN,Li Ying,2023-07-25,"3,030"
89,THA,Ornnicha Jongsathapornparn,2023-07-25,"2,990"
89,MAS,Cheng Su Hui,2023-07-25,"2,990"
91,NZL,Erena Calder -Hawkins,2023-07-25,"2,750"
91,TPE,Cheng Yu-Pei,2023-07-25,"2,750"
91,TPE,Lee Yu-Hsuan,2023-07-25,"2,750"
91,TPE,Chiu Pin-Chian,2023-07-25,"2,750"
91,CAN,Jeslyn Chow,2023-07-25,"2,750"
96,IND,Shruti Mishra,2023-07-25,"2,660"
97,CAN,Joanna Xu,2023-07-25,"2,220"
97,KOR,Kim Hyerin,2023-07-25,"2,220"
99,CHN,Qiao Shi Jun,2023-07-25,"2,110"
99,CHN,Wang Hui,2023-07-25,"2,110"
1,KOR,Baek Ha Na,2023-09-19,"94,810"
2,KOR,Kim So Yeong,2023-09-19,"81,270"
3,JPN,Yuki Fukushima,2023-09-19,"80,620"
4,CHN,Chen Qing Chen,2023-09-19,"76,100"
5,JPN,Nami Matsuyama,2023-09-19,"72,510"
6,JPN,Mayu Matsumoto,2023-09-19,"69,920"
7,JPN,Rena Miyaura,2023-09-19,"67,120"
8,INA,Apriyani Rahayu,2023-09-19,"66,560"
9,THA,Benyapa Aimsaard,2023-09-19,"64,150"
10,CHN,Li Wen Mei,2023-09-19,"63,850"
11,THA,Jongkolphan Kititharakul,2023-09-19,"60,510"
12,MAS,Tan Pearly,2023-09-19,"59,890"
13,CHN,Zhang Shu Xian,2023-09-19,"58,120"
14,JPN,Rin Iwanaga,2023-09-19,"57,230"
15,CHN,Liu Sheng Shu,2023-09-19,"54,560"
16,INA,Febriana Dwipuji Kusuma,2023-09-19,"51,280"
17,KOR,Jeong Na Eun,2023-09-19,"50,550"
18,TPE,Lee Chia Hsin,2023-09-19,"48,380"
19,IND,Treesa Jolly,2023-09-19,"46,310"
20,JPN,Rui Hirokami,2023-09-19,"46,080"
21,DEN,Maiken Fruergaard,2023-09-19,"45,910"
22,HKG,Yeung Nga Ting,2023-09-19,"45,870"
23,MAS,Vivian Hoo,2023-09-19,"41,140"
24,ENG,Chloe Birch,2023-09-19,"38,900"
25,TPE,Hsu Ya Ching,2023-09-19,"38,750"
26,SGP,Jin Yu Jia,2023-09-19,"36,110"
27,TPE,Chang Ching Hui,2023-09-19,"35,540"
28,CAN,Catherine Choi,2023-09-19,"34,440"
29,CHN,Li Yi Jing,2023-09-19,"33,060"
30,INA,Lanny Tria Mayasari,2023-09-19,"32,670"
31,GER,Linda Efler,2023-09-19,"32,580"
32,FRA,Margot Lambert,2023-09-19,"32,400"
33,BUL,Gabriela Stoeva,2023-09-19,"32,210"
34,KOR,Lee Yu Lim,2023-09-19,"30,970"
35,INA,Meilysa Trias Puspitasari,2023-09-19,"29,910"
36,USA,Annie Xu,2023-09-19,"28,370"
37,NED,Debora Jille,2023-09-19,"26,200"
38,TPE,Hu Ling Fang,2023-09-19,"23,780"
39,USA,Paula Lynn Cao Hok,2023-09-19,"23,310"
40,THA,Supissara Paewsampran,2023-09-19,"23,030"
41,SCO,Julie Macpherson,2023-09-19,"20,170"
42,IND,Tanisha Crasto,2023-09-19,"19,790"
43,USA,Srivedya Gurazada,2023-09-19,"18,220"
44,HKG,Ng Tsz Yau,2023-09-19,"17,520"
45,IND,Ashwini Bhat K.,2023-09-19,"16,440"
46,TPE,Hsieh Pei Shan,2023-09-19,"16,200"
47,GER,Stine Kuespert,2023-09-19,"16,090"
48,USA,Francesca Corbett,2023-09-19,"14,960"
49,AUS,Kaitlyn Ea,2023-09-19,"14,570"
50,CHN,Keng Shu Liang,2023-09-19,"14,350"
51,JPN,Sayaka Hobara,2023-09-19,"13,870"
52,TPE,Liu Chiao-Yun,2023-09-19,"13,560"
53,TPE,Hung En-Tzu,2023-09-19,"13,490"
54,KOR,Baek Ha Na,2023-09-19,"12,860"
55,CHN,Liu Sheng Shu,2023-09-19,"11,950"
56,CHN,Du Yue,2023-09-19,"11,880"
57,AUS,Setyana Mapasa,2023-09-19,"11,520"
58,TPE,Hsu Yin-Hui,2023-09-19,"10,620"
59,CHN,Tan Ning,2023-09-19,"9,940"
60,HKG,Lui Lok Lok,2023-09-19,"9,560"
61,MAS,Anna Ching Yik Cheong,2023-09-19,"8,400"
62,ESP,Clara Azurmendi,2023-09-19,"7,880"
63,IND,Reddy Sikki,2023-09-19,"7,850"
64,IRL,Kate Frost,2023-09-19,"7,560"
65,KOR,Lee So Hee,2023-09-19,"7,320"
66,TPE,Cheng Yu-Pei,2023-09-19,"7,070"
67,IND,Simran Singhi,2023-09-19,"7,030"
68,BRA,Sania Lima,2023-09-19,"7,010"
69,THA,Laksika Kanlaha,2023-09-19,"6,920"
70,HKG,Fan Ka Yan,2023-09-19,"6,380"
71,BRA,Jaqueline Lima,2023-09-19,"6,340"
72,UKR,Mariia Stoliarenko,2023-09-19,"6,090"
73,INA,Ridya Aulia Fatasya,2023-09-19,"5,990"
74,TPE,Jiang Yi-Hua,2023-09-19,"5,960"
75,CHN,Chen Fang Hui,2023-09-19,"5,950"
76,TPE,Sung Yu-Hsuan,2023-09-19,"5,520"
77,CHN,Chen Xiao Fei,2023-09-19,"5,500"
78,IND,Rutaparna Panda,2023-09-19,"5,180"
79,CAN,Jackie Dent,2023-09-19,"4,970"
80,IND,Haritha Manazhiyil H,2023-09-19,"4,880"
81,MAS,Go Pei Kee,2023-09-19,"4,800"
82,THA,Tidapron Kleebyeesun,2023-09-19,"4,700"
83,NED,Kirsten De Wit,2023-09-19,"4,420"
84,MAS,Go Pei Kee,2023-09-19,"4,320"
84,INA,Tryola Nadia,2023-09-19,"4,320"
86,TPE,Lin Chih-Chun,2023-09-19,"4,250"
87,MAS,Lee Xin Jie,2023-09-19,"4,220"
88,JPN,Mei Sudo,2023-09-19,"3,950"
89,THA,Prinda Pattanawaritthipan,2023-09-19,"3,890"
89,CAN,Talia Ng,2023-09-19,"3,890"
91,JPN,Misaki Kurashima,2023-09-19,"3,850"
91,CHN,Bao Li Jing,2023-09-19,"3,850"
93,CAN,Jacqueline Cheung,2023-09-19,"3,600"
94,SWE,Malena Norrman,2023-09-19,"3,410"
95,TPE,Hung Hsin En,2023-09-19,"3,400"
95,TPE,Hsu Yin-Hui,2023-09-19,"3,400"
95,TPE,Chiu Pin-Chian,2023-09-19,"3,400"
98,EST,Kati-Kreet Käsner,2023-09-19,"3,340"
98,ITA,Martina Corsini,2023-09-19,"3,340"
100,CHN,Li Ying,2023-09-19,"3,030"
1,KOR,Baek Ha Na,2023-06-27,"73,520"
2,KOR,Kim So Yeong,2023-06-27,"53,270"
3,CHN,Li Wen Mei,2023-06-27,"49,780"
4,JPN,Yuki Fukushima,2023-06-27,"49,280"
5,CHN,Chen Qing Chen,2023-06-27,"45,550"
6,INA,Apriyani Rahayu,2023-06-27,"44,500"
7,KOR,Jeong Na Eun,2023-06-27,"43,530"
8,CHN,Zhang Shu Xian,2023-06-27,"41,000"
9,THA,Benyapa Aimsaard,2023-06-27,"40,330"
10,THA,Jongkolphan Kititharakul,2023-06-27,"40,000"
11,JPN,Nami Matsuyama,2023-06-27,"39,440"
12,INA,Febriana Dwipuji Kusuma,2023-06-27,"38,630"
13,MAS,Tan Pearly,2023-06-27,"37,150"
14,TPE,Lee Chia Hsin,2023-06-27,"36,660"
15,JPN,Rin Iwanaga,2023-06-27,"36,510"
16,ENG,Chloe Birch,2023-06-27,"36,240"
17,JPN,Rena Miyaura,2023-06-27,"35,680"
18,JPN,Mayu Matsumoto,2023-06-27,"31,320"
19,MAS,Vivian Hoo,2023-06-27,"30,910"
20,JPN,Rui Hirokami,2023-06-27,"30,720"
21,HKG,Yeung Nga Ting,2023-06-27,"30,370"
22,IND,Treesa Jolly,2023-06-27,"28,190"
23,INA,Lanny Tria Mayasari,2023-06-27,"27,170"
24,BUL,Gabriela Stoeva,2023-06-27,"26,990"
25,INA,Meilysa Trias Puspitasari,2023-06-27,"26,880"
26,SGP,Jin Yu Jia,2023-06-27,"26,250"
27,FRA,Margot Lambert,2023-06-27,"25,510"
28,DEN,Maiken Fruergaard,2023-06-27,"25,140"
29,CAN,Catherine Choi,2023-06-27,"24,290"
30,GER,Linda Efler,2023-06-27,"23,760"
31,CHN,Liu Sheng Shu,2023-06-27,"23,240"
32,THA,Supissara Paewsampran,2023-06-27,"23,030"
33,NED,Debora Jille,2023-06-27,"20,980"
34,SCO,Julie Macpherson,2023-06-27,"20,170"
35,KOR,Lee Yu Lim,2023-06-27,"19,490"
36,TPE,Chang Ching Hui,2023-06-27,"18,250"
37,USA,Srivedya Gurazada,2023-06-27,"18,220"
38,USA,Annie Xu,2023-06-27,"17,420"
39,TPE,Hsu Ya Ching,2023-06-27,"16,690"
40,TPE,Hu Ling Fang,2023-06-27,"16,520"
41,IND,Ashwini Bhat K.,2023-06-27,"16,440"
42,HKG,Ng Tsz Yau,2023-06-27,"15,300"
43,CHN,Li Yi Jing,2023-06-27,"14,300"
44,KOR,Baek Ha Na,2023-06-27,"12,860"
45,GER,Stine Kuespert,2023-06-27,"12,200"
46,CHN,Liu Sheng Shu,2023-06-27,"11,950"
47,CHN,Du Yue,2023-06-27,"11,880"
48,IND,Tanisha Crasto,2023-06-27,"10,120"
49,CHN,Tan Ning,2023-06-27,"9,940"
50,USA,Paula Lynn Cao Hok,2023-06-27,"9,100"
51,USA,Francesca Corbett,2023-06-27,"8,610"
52,ESP,Clara Azurmendi,2023-06-27,"7,880"
53,IRL,Kate Frost,2023-06-27,"7,560"
54,KOR,Lee So Hee,2023-06-27,"7,320"
55,TPE,Hsieh Pei Shan,2023-06-27,"7,190"
56,JPN,Sayaka Hobara,2023-06-27,"7,170"
57,BRA,Jaqueline Lima,2023-06-27,"6,340"
58,UKR,Mariia Stoliarenko,2023-06-27,"6,090"
58,IND,Reddy Sikki,2023-06-27,"6,090"
60,CHN,Chen Fang Hui,2023-06-27,"5,950"
61,TPE,Liu Chiao-Yun,2023-06-27,"5,520"
62,HKG,Fan Ka Yan,2023-06-27,"5,500"
63,CHN,Chen Xiao Fei,2023-06-27,"5,500"
64,TPE,Hung En-Tzu,2023-06-27,"4,900"
65,IND,Haritha Manazhiyil H,2023-06-27,"4,880"
66,MAS,Go Pei Kee,2023-06-27,"4,800"
67,CHN,Keng Shu Liang,2023-06-27,"4,680"
68,TPE,Hsu Yin-Hui,2023-06-27,"4,510"
69,AUS,Kaitlyn Ea,2023-06-27,"4,420"
69,NED,Kirsten De Wit,2023-06-27,"4,420"
71,IND,Simran Singhi,2023-06-27,"4,000"
72,THA,Laksika Kanlaha,2023-06-27,"3,890"
73,INA,Ridya Aulia Fatasya,2023-06-27,"3,880"
74,HKG,Lui Lok Lok,2023-06-27,"3,850"
74,CHN,Bao Li Jing,2023-06-27,"3,850"
76,SWE,Malena Norrman,2023-06-27,"3,410"
77,EST,Kati-Kreet Käsner,2023-06-27,"3,340"
77,ITA,Martina Corsini,2023-06-27,"3,340"
79,CHN,Luo Xu Min,2023-06-27,"3,030"
79,MAS,Go Pei Kee,2023-06-27,"3,030"
79,CHN,Li Ying,2023-06-27,"3,030"
82,THA,Ornnicha Jongsathapornparn,2023-06-27,"2,990"
82,MAS,Cheng Su Hui,2023-06-27,"2,990"
84,NZL,Erena Calder -Hawkins,2023-06-27,"2,750"
84,TPE,Cheng Yu-Pei,2023-06-27,"2,750"
84,TPE,Lee Yu-Hsuan,2023-06-27,"2,750"
84,TPE,Chiu Pin-Chian,2023-06-27,"2,750"
88,IND,Shruti Mishra,2023-06-27,"2,660"
89,CHN,Qiao Shi Jun,2023-06-27,"2,110"
89,CHN,Wang Hui,2023-06-27,"2,110"
89,CHN,Li Yi Jing,2023-06-27,"2,110"
89,CHN,Hua Xiao Bei,2023-06-27,"2,110"
89,TPE,Chung Kan-Yu,2023-06-27,"2,110"
89,CHN,Ding Ke Yun,2023-06-27,"2,110"
95,DEN,Natasja P. Anthonisen,2023-06-27,"1,670"
95,AUT,Serena Au Yeong,2023-06-27,"1,670"
95,IND,Rutaparna Panda,2023-06-27,"1,670"
95,THA,Pichamon Phatcharaphisutsin,2023-06-27,"1,670"
95,TPE,Lin Chih-Chun,2023-06-27,"1,670"
95,POL,Dominika Kwasnik,2023-06-27,"1,670"
1,KOR,Baek Ha Na,2023-08-08,"84,610"
2,KOR,Kim So Yeong,2023-08-08,"81,270"
3,JPN,Yuki Fukushima,2023-08-08,"73,420"
4,CHN,Chen Qing Chen,2023-08-08,"64,100"
5,JPN,Nami Matsuyama,2023-08-08,"60,510"
6,JPN,Mayu Matsumoto,2023-08-08,"58,280"
7,CHN,Li Wen Mei,2023-08-08,"57,480"
8,CHN,Zhang Shu Xian,2023-08-08,"55,120"
9,THA,Benyapa Aimsaard,2023-08-08,"54,730"
10,THA,Jongkolphan Kititharakul,2023-08-08,"54,690"
11,JPN,Rena Miyaura,2023-08-08,"53,680"
12,JPN,Rin Iwanaga,2023-08-08,"52,850"
13,INA,Apriyani Rahayu,2023-08-08,"50,760"
14,INA,Febriana Dwipuji Kusuma,2023-08-08,"48,280"
15,MAS,Tan Pearly,2023-08-08,"47,290"
16,TPE,Lee Chia Hsin,2023-08-08,"47,050"
17,KOR,Jeong Na Eun,2023-08-08,"45,750"
18,CHN,Liu Sheng Shu,2023-08-08,"45,740"
19,JPN,Rui Hirokami,2023-08-08,"43,080"
20,IND,Treesa Jolly,2023-08-08,"39,710"
21,ENG,Chloe Birch,2023-08-08,"38,900"
22,HKG,Yeung Nga Ting,2023-08-08,"38,850"
23,MAS,Vivian Hoo,2023-08-08,"38,010"
24,SGP,Jin Yu Jia,2023-08-08,"36,110"
25,DEN,Maiken Fruergaard,2023-08-08,"34,690"
26,CAN,Catherine Choi,2023-08-08,"34,440"
27,TPE,Hsu Ya Ching,2023-08-08,"31,730"
28,FRA,Margot Lambert,2023-08-08,"29,400"
29,TPE,Chang Ching Hui,2023-08-08,"28,640"
30,USA,Annie Xu,2023-08-08,"28,370"
31,KOR,Lee Yu Lim,2023-08-08,"27,970"
32,CHN,Li Yi Jing,2023-08-08,"27,840"
33,GER,Linda Efler,2023-08-08,"27,360"
34,INA,Lanny Tria Mayasari,2023-08-08,"27,170"
35,BUL,Gabriela Stoeva,2023-08-08,"26,990"
36,INA,Meilysa Trias Puspitasari,2023-08-08,"26,880"
37,THA,Supissara Paewsampran,2023-08-08,"23,030"
38,TPE,Hu Ling Fang,2023-08-08,"21,560"
39,NED,Debora Jille,2023-08-08,"20,980"
40,SCO,Julie Macpherson,2023-08-08,"20,170"
41,USA,Srivedya Gurazada,2023-08-08,"18,220"
42,IND,Ashwini Bhat K.,2023-08-08,"16,440"
43,USA,Paula Lynn Cao Hok,2023-08-08,"16,290"
44,GER,Stine Kuespert,2023-08-08,"16,090"
45,HKG,Ng Tsz Yau,2023-08-08,"15,300"
46,USA,Francesca Corbett,2023-08-08,"14,960"
47,AUS,Kaitlyn Ea,2023-08-08,"14,570"
48,KOR,Baek Ha Na,2023-08-08,"12,860"
49,JPN,Sayaka Hobara,2023-08-08,"12,580"
50,IND,Tanisha Crasto,2023-08-08,"12,340"
51,CHN,Liu Sheng Shu,2023-08-08,"11,950"
52,CHN,Du Yue,2023-08-08,"11,880"
53,AUS,Setyana Mapasa,2023-08-08,"11,520"
54,TPE,Liu Chiao-Yun,2023-08-08,"11,340"
55,CHN,Keng Shu Liang,2023-08-08,"10,750"
56,TPE,Hsu Yin-Hui,2023-08-08,"10,620"
57,CHN,Tan Ning,2023-08-08,"9,940"
58,TPE,Hsieh Pei Shan,2023-08-08,"9,410"
59,ESP,Clara Azurmendi,2023-08-08,"7,880"
60,IRL,Kate Frost,2023-08-08,"7,560"
61,KOR,Lee So Hee,2023-08-08,"7,320"
62,BRA,Sania Lima,2023-08-08,"7,010"
63,IND,Reddy Sikki,2023-08-08,"6,970"
64,BRA,Jaqueline Lima,2023-08-08,"6,340"
65,UKR,Mariia Stoliarenko,2023-08-08,"6,090"
66,CHN,Chen Fang Hui,2023-08-08,"5,950"
67,TPE,Hung En-Tzu,2023-08-08,"5,780"
68,HKG,Fan Ka Yan,2023-08-08,"5,500"
69,CHN,Chen Xiao Fei,2023-08-08,"5,500"
70,CAN,Jackie Dent,2023-08-08,"4,970"
71,IND,Haritha Manazhiyil H,2023-08-08,"4,880"
72,MAS,Go Pei Kee,2023-08-08,"4,800"
73,NED,Kirsten De Wit,2023-08-08,"4,420"
74,IND,Simran Singhi,2023-08-08,"4,000"
75,CAN,Talia Ng,2023-08-08,"3,890"
75,THA,Prinda Pattanawaritthipan,2023-08-08,"3,890"
75,THA,Laksika Kanlaha,2023-08-08,"3,890"
75,IND,Rutaparna Panda,2023-08-08,"3,890"
79,INA,Ridya Aulia Fatasya,2023-08-08,"3,880"
80,HKG,Lui Lok Lok,2023-08-08,"3,850"
80,CHN,Bao Li Jing,2023-08-08,"3,850"
82,CAN,Jacqueline Cheung,2023-08-08,"3,600"
83,SWE,Malena Norrman,2023-08-08,"3,410"
84,ITA,Martina Corsini,2023-08-08,"3,340"
84,EST,Kati-Kreet Käsner,2023-08-08,"3,340"
86,MAS,Go Pei Kee,2023-08-08,"3,030"
86,CHN,Luo Xu Min,2023-08-08,"3,030"
86,CHN,Li Ying,2023-08-08,"3,030"
89,THA,Ornnicha Jongsathapornparn,2023-08-08,"2,990"
89,MAS,Cheng Su Hui,2023-08-08,"2,990"
91,TPE,Cheng Yu-Pei,2023-08-08,"2,750"
91,TPE,Chiu Pin-Chian,2023-08-08,"2,750"
91,NZL,Erena Calder -Hawkins,2023-08-08,"2,750"
91,TPE,Lee Yu-Hsuan,2023-08-08,"2,750"
91,CAN,Jeslyn Chow,2023-08-08,"2,750"
96,IND,Shruti Mishra,2023-08-08,"2,660"
96,JPN,Mei Sudo,2023-08-08,"2,660"
98,KOR,Kim Hyerin,2023-08-08,"2,220"
98,CAN,Joanna Xu,2023-08-08,"2,220"
98,AUS,Sydney Tjonadi,2023-08-08,"2,220"
1,KOR,Baek Ha Na,2023-07-18,"73,520"
2,JPN,Yuki Fukushima,2023-07-18,"55,700"
3,KOR,Kim So Yeong,2023-07-18,"53,270"
4,CHN,Li Wen Mei,2023-07-18,"49,780"
5,JPN,Nami Matsuyama,2023-07-18,"48,640"
6,THA,Jongkolphan Kititharakul,2023-07-18,"46,420"
7,CHN,Chen Qing Chen,2023-07-18,"45,550"
8,THA,Benyapa Aimsaard,2023-07-18,"45,370"
9,INA,Apriyani Rahayu,2023-07-18,"44,500"
10,KOR,Jeong Na Eun,2023-07-18,"43,530"
11,TPE,Lee Chia Hsin,2023-07-18,"42,730"
12,CHN,Zhang Shu Xian,2023-07-18,"41,000"
13,JPN,Rena Miyaura,2023-07-18,"40,720"
14,JPN,Rin Iwanaga,2023-07-18,"40,110"
15,JPN,Mayu Matsumoto,2023-07-18,"39,120"
16,INA,Febriana Dwipuji Kusuma,2023-07-18,"38,630"
17,MAS,Tan Pearly,2023-07-18,"37,150"
18,ENG,Chloe Birch,2023-07-18,"36,240"
19,CHN,Liu Sheng Shu,2023-07-18,"35,280"
20,DEN,Maiken Fruergaard,2023-07-18,"34,690"
21,JPN,Rui Hirokami,2023-07-18,"32,940"
22,MAS,Vivian Hoo,2023-07-18,"30,910"
23,HKG,Yeung Nga Ting,2023-07-18,"30,370"
24,CAN,Catherine Choi,2023-07-18,"29,560"
25,FRA,Margot Lambert,2023-07-18,"29,400"
26,IND,Treesa Jolly,2023-07-18,"28,190"
27,INA,Lanny Tria Mayasari,2023-07-18,"27,170"
28,BUL,Gabriela Stoeva,2023-07-18,"26,990"
29,INA,Meilysa Trias Puspitasari,2023-07-18,"26,880"
30,SGP,Jin Yu Jia,2023-07-18,"26,250"
31,TPE,Hsu Ya Ching,2023-07-18,"25,190"
32,TPE,Chang Ching Hui,2023-07-18,"24,320"
33,CHN,Li Yi Jing,2023-07-18,"24,240"
34,GER,Linda Efler,2023-07-18,"23,760"
35,USA,Annie Xu,2023-07-18,"23,490"
36,THA,Supissara Paewsampran,2023-07-18,"23,030"
37,NED,Debora Jille,2023-07-18,"20,980"
38,SCO,Julie Macpherson,2023-07-18,"20,170"
39,KOR,Lee Yu Lim,2023-07-18,"19,490"
40,USA,Srivedya Gurazada,2023-07-18,"18,220"
41,TPE,Hu Ling Fang,2023-07-18,"16,520"
42,IND,Ashwini Bhat K.,2023-07-18,"16,440"
43,GER,Stine Kuespert,2023-07-18,"16,090"
44,HKG,Ng Tsz Yau,2023-07-18,"15,300"
45,USA,Francesca Corbett,2023-07-18,"14,960"
46,KOR,Baek Ha Na,2023-07-18,"12,860"
47,CHN,Liu Sheng Shu,2023-07-18,"11,950"
48,CHN,Du Yue,2023-07-18,"11,880"
49,USA,Paula Lynn Cao Hok,2023-07-18,"11,850"
50,CHN,Keng Shu Liang,2023-07-18,"10,750"
51,IND,Tanisha Crasto,2023-07-18,"10,120"
52,CHN,Tan Ning,2023-07-18,"9,940"
53,JPN,Sayaka Hobara,2023-07-18,"9,920"
54,AUS,Kaitlyn Ea,2023-07-18,"9,690"
