,Tournament Name,Tournament Date,Tournament Country,Discipline,Number of Sets Played,Retired,Match Duration (min),Team One Nationalities,Team Two Nationalities,Team 1 Name(s),Team 1 Seed,Team 2 Name(s),Team 2 Seed,Points Set 1 Team 1,Points Set 1 Team 2,Points Set 2 Team 1,Points Set 2 Team 2,Points Set 3 Team 1,Points Set 3 Team 2,Total Points Team 1,Total Points Team 2,Sets Won Team 1,Sets Won Team 2,Total Game Points Team 1,Total Game Points Team 2,Most Consecutive Points Team 1,Most Consecutive Points Team 2,Team 1 Head to Head Analysis,Team 2 Head to Head Analysis,Match Winner
366,Yonex_All_England_Open,2019-03-07,England,XD,4,0,48,Malaysia,England,"Goh Soon Huat, Lai Shevon Jemie",0,"Goh Soon Huat, Lai Shevon Jemie",7,21,15,26,24,0,0,47,39,2,0,6,5,5,4,3,3,1
367,Blibli_Indonesia_Open,2018-07-04,Indonesia,XD,4,0,26,China,India,"Zheng Si Wei, Huang Ya Qiong",4,"Zheng Si Wei, Huang Ya Qiong",0,21,12,21,14,0,0,42,26,2,0,6,0,4,4,6,0,1
368,Victor_China_Open,2018-09-19,China,MS,6,0,59,Indonesia,Japan,Jonatan Christie,0,Jonatan Christie,0,21,18,17,21,21,13,59,52,2,1,4,2,6,5,5,0,1
369,Victor_China_Open,2018-09-18,China,WS,4,0,34,Japan,Chinesetaipei,Aya Ohori,0,Aya Ohori,0,21,11,21,18,0,0,42,29,2,0,4,0,4,4,5,0,1
370,Yonex_All_England_Open,2018-03-15,England,WD,4,0,29,Japan,Bulgaria,"Mayu Matsumoto, Wakana Nagahara",0,"Mayu Matsumoto, Wakana Nagahara",0,21,10,21,12,0,0,42,22,2,0,2,0,4,2,8,0,1
371,Victor_China_Open,2018-09-20,China,WD,6,0,49,China,China,"Chen Qing Chen, Jia Yi Fan",3,"Chen Qing Chen, Jia Yi Fan",0,21,14,15,21,21,18,57,53,2,1,2,1,4,4,2,0,1
372,Blibli_Indonesia_Open,2018-07-03,Indonesia,WD,4,0,35,China,Netherlands,"Huang Dong Ping, Li Wen Mei",0,"Huang Dong Ping, Li Wen Mei",0,21,16,21,15,0,0,42,31,2,0,3,0,4,3,1,0,1
373,Blibli_Indonesia_Open,2018-07-05,Indonesia,WS,6,0,58,Japan,Japan,Akane Yamaguchi,2,Akane Yamaguchi,0,21,9,14,21,24,22,59,52,2,1,4,7,6,6,8,11,1
374,Yonex_All_England_Open,2018-03-14,England,MD,4,0,29,Chinesetaipei,Japan,"Chen Hung Ling, Wang Chi-Lin",7,"Chen Hung Ling, Wang Chi-Lin",0,21,10,21,15,0,0,42,25,2,0,4,0,6,3,4,0,1
375,Blibli_Indonesia_Open,2018-07-04,Indonesia,WD,4,0,28,China,Korea,"Du Yue, Li Yin Hui",0,"Du Yue, Li Yin Hui",0,21,14,21,2,0,0,42,16,2,0,2,0,18,3,1,1,1
376,Victor_China_Open,2018-09-18,China,XD,4,0,33,India,Germany,"Pranaav Jerry Chopra, Reddy Sikki",0,"Pranaav Jerry Chopra, Reddy Sikki",0,21,19,21,17,0,0,42,36,2,0,5,0,7,3,3,1,1
377,Yonex_All_England_Open,2019-03-07,England,WS,4,0,31,Chinesetaipei,Usa,Tai Tzu Ying,1,Tai Tzu Ying,0,21,15,21,14,0,0,42,29,2,0,3,0,5,6,10,3,1
378,Victor_China_Open,2018-09-19,China,MS,4,0,41,Thailand,Netherlands,Suppanyu Avihingsanon,0,Suppanyu Avihingsanon,0,22,20,21,17,0,0,43,37,2,0,3,1,5,5,1,1,1
379,Yonex_All_England_Open,2019-03-06,England,MD,4,0,36,Indonesia,England,"Mohammad Ahsan, Hendra Setiawan",6,"Mohammad Ahsan, Hendra Setiawan",0,21,19,21,12,0,0,42,31,2,0,6,0,4,3,5,0,1
380,Yonex_All_England_Open,2018-03-15,England,XD,6,0,64,Indonesia,Indonesia,"Hafiz Faizal, Gloria Emanuelle Widjaja",0,"Hafiz Faizal, Gloria Emanuelle Widjaja",1,18,21,21,15,30,29,69,65,2,1,9,7,4,6,1,2,1
381,Blibli_Indonesia_Open,2018-07-05,Indonesia,MD,4,0,30,Russia,China,"Vladimir Ivanov, Ivan Sozonov",0,"Vladimir Ivanov, Ivan Sozonov",4,21,19,21,15,0,0,42,34,2,0,3,0,5,4,1,2,1
382,Blibli_Indonesia_Open,2018-07-03,Indonesia,WD,4,0,38,Indonesia,Indonesia,"Anggia Shitta Awanda, Ni Ketut Mahadewi Istarani",0,"Anggia Shitta Awanda, Ni Ketut Mahadewi Istarani",0,21,18,21,17,0,0,42,35,2,0,2,0,5,4,1,0,1
383,Victor_China_Open,2018-09-20,China,XD,4,0,28,China,China,"Wang Yi Lyu, Huang Dong Ping",2,"Wang Yi Lyu, Huang Dong Ping",0,21,19,21,9,0,0,42,28,2,0,2,0,6,3,4,1,1
384,Victor_China_Open,2018-09-18,China,WS,6,0,44,Russia,Chinesetaipei,Evgeniya Kosetskaya,0,Evgeniya Kosetskaya,0,21,16,18,21,22,20,61,57,2,1,5,1,4,4,1,1,1
385,Blibli_Indonesia_Open,2018-07-04,Indonesia,MD,6,0,68,Netherlands,Korea,"Jelle Maas, Robin Tabeling",0,"Jelle Maas, Robin Tabeling",0,27,29,21,10,21,13,69,52,2,1,5,6,5,5,1,0,1
386,Victor_China_Open,2018-09-19,China,WS,4,0,34,Spain,Denmark,Carolina Marin,6,Carolina Marin,0,21,13,21,13,0,0,42,26,2,0,2,0,11,4,5,2,1
387,Yonex_All_England_Open,2018-03-15,England,XD,4,0,20,China,Chinesetaipei,"Zheng Si Wei, Huang Ya Qiong",5,"Zheng Si Wei, Huang Ya Qiong",0,21,5,21,5,0,0,42,10,2,0,2,0,9,2,1,0,1
388,Yonex_All_England_Open,2019-03-07,England,WD,4,0,53,Japan,Korea,"Mayu Matsumoto, Wakana Nagahara",3,"Mayu Matsumoto, Wakana Nagahara",0,24,22,21,14,0,0,45,36,2,0,5,2,4,4,5,8,1
389,Blibli_Indonesia_Open,2018-07-05,Indonesia,MD,4,0,36,Japan,Thailand,"Takuto Inoue, Yuki Kaneko",7,"Takuto Inoue, Yuki Kaneko",0,21,17,21,18,0,0,42,35,2,0,3,0,7,4,1,0,1
390,Yonex_All_England_Open,2019-03-06,England,XD,4,0,36,England,Malaysia,"Chris Adcock, Gabrielle Adcock",6,"Chris Adcock, Gabrielle Adcock",0,21,16,21,18,0,0,42,34,2,0,8,0,5,4,1,0,1
391,Blibli_Indonesia_Open,2018-07-03,Indonesia,XD,4,0,29,China,Russia,"Zhang Nan, Li Yin Hui",5,"Zhang Nan, Li Yin Hui",0,21,17,21,13,0,0,42,30,2,0,2,0,7,4,1,0,1
392,Victor_China_Open,2018-09-20,China,WS,6,0,54,Spain,Japan,Carolina Marin,6,Carolina Marin,0,21,16,14,21,21,9,56,46,2,1,2,1,6,7,6,1,1
393,Yonex_All_England_Open,2018-03-14,England,XD,4,0,37,Indonesia,Malaysia,"Hafiz Faizal, Gloria Emanuelle Widjaja",0,"Hafiz Faizal, Gloria Emanuelle Widjaja",0,21,18,21,11,0,0,42,29,2,0,2,0,6,5,3,2,1
394,Victor_China_Open,2018-09-18,China,MS,6,0,61,Chinesetaipei,Chinesetaipei,Chou Tien Chen,5,Chou Tien Chen,0,21,11,20,22,21,19,62,52,2,1,3,2,4,4,2,1,1
395,Yonex_All_England_Open,2018-03-15,England,WS,6,0,49,Japan,Japan,Akane Yamaguchi,2,Akane Yamaguchi,0,18,21,21,10,21,12,60,43,2,1,4,3,7,3,5,2,1
396,Blibli_Indonesia_Open,2018-07-04,Indonesia,MD,4,0,24,China,Indonesia,"Huang Kai Xiang, Wang Yi Lyu",0,"Huang Kai Xiang, Wang Yi Lyu",0,21,13,21,13,0,0,42,26,2,0,7,0,7,5,1,0,1
397,Yonex_All_England_Open,2019-03-07,England,MS,4,0,41,Denmark,China,Viktor Axelsen,6,Viktor Axelsen,0,21,19,21,16,0,0,42,35,2,0,3,0,8,8,7,0,1
398,Victor_China_Open,2018-09-19,China,MD,6,0,42,Indonesia,Indonesia,"Marcus Fernaldi Gideon, Kevin Sanjaya Sukamuljo",1,"Marcus Fernaldi Gideon, Kevin Sanjaya Sukamuljo",0,17,21,21,13,21,13,59,47,2,1,3,2,4,5,5,1,1
399,Blibli_Indonesia_Open,2018-07-05,Indonesia,MS,4,0,36,Thailand,Denmark,Kantaphon Wangcharoen,0,Kantaphon Wangcharoen,0,21,18,21,11,0,0,42,29,2,0,2,0,5,6,2,2,1
400,Blibli_Indonesia_Open,2018-07-03,Indonesia,MD,4,0,42,Thailand,Denmark,"Tinn Isriyanet, Kittisak Namdash",0,"Tinn Isriyanet, Kittisak Namdash",0,21,19,26,24,0,0,47,43,2,0,8,1,5,4,2,0,1
401,Victor_China_Open,2018-09-20,China,MS,4,0,39,Hongkong,Indonesia,Ng Ka Long Angus,8,Ng Ka Long Angus,0,21,18,21,16,0,0,42,34,2,0,2,0,7,4,5,7,1
402,Yonex_All_England_Open,2019-03-06,England,MS,6,0,65,Denmark,India,Viktor Axelsen,6,Viktor Axelsen,0,16,21,21,18,21,14,58,53,2,1,5,1,8,5,3,0,1
403,Yonex_All_England_Open,2018-03-14,England,WD,4,0,27,Japan,India,"Shiho Tanaka, Koharu Yonemoto",5,"Shiho Tanaka, Koharu Yonemoto",0,21,14,21,11,0,0,42,25,2,0,2,0,4,3,2,0,1
404,Blibli_Indonesia_Open,2018-07-04,Indonesia,XD,4,0,36,Denmark,Japan,"Niclas Nohr, Sara Thygesen",0,"Niclas Nohr, Sara Thygesen",0,21,19,21,19,0,0,42,38,2,0,3,0,4,5,1,1,1
405,Yonex_All_England_Open,2018-03-15,England,MD,6,0,65,Chinesetaipei,Denmark,"Chen Hung Ling, Wang Chi-Lin",7,"Chen Hung Ling, Wang Chi-Lin",0,19,21,21,16,21,18,61,55,2,1,2,1,6,5,2,1,1
406,Victor_China_Open,2018-09-18,China,WD,6,0,52,Denmark,Thailand,"Maiken Fruergaard, Sara Thygesen",0,"Maiken Fruergaard, Sara Thygesen",6,21,17,12,21,21,18,54,56,2,1,2,1,6,6,2,8,1
407,Yonex_All_England_Open,2019-03-07,England,MD,4,0,40,Japan,Denmark,"Takeshi Kamura, Keigo Sonoda",3,"Takeshi Kamura, Keigo Sonoda",0,21,14,21,16,0,0,42,30,2,0,4,0,5,4,3,4,1
408,Victor_China_Open,2018-09-19,China,XD,4,0,40,Malaysia,Denmark,"Tan Kian Meng, Lai Pei Jing",0,"Tan Kian Meng, Lai Pei Jing",0,22,20,21,18,0,0,43,38,2,0,2,4,6,6,3,1,1
409,Blibli_Indonesia_Open,2018-07-05,Indonesia,MD,4,0,34,Denmark,Indonesia,"Mads Conrad-Petersen, Mads Pieler Kolding",5,"Mads Conrad-Petersen, Mads Pieler Kolding",0,21,12,21,17,0,0,42,29,2,0,3,0,5,6,1,0,1
410,Blibli_Indonesia_Open,2018-07-03,Indonesia,WD,4,0,39,Japan,Indonesia,"Misaki Matsutomo, Ayaka Takahashi",5,"Misaki Matsutomo, Ayaka Takahashi",0,21,15,21,6,0,0,42,21,2,0,2,0,8,4,1,0,1
411,Yonex_All_England_Open,2019-03-08,England,WS,4,0,38,Chinesetaipei,India,Tai Tzu Ying,1,Tai Tzu Ying,8,21,15,21,19,0,0,42,34,2,0,5,0,7,4,16,5,1
412,Victor_China_Open,2018-09-20,China,XD,4,0,40,Denmark,India,"Mathias Christiansen, Christinna Pedersen",6,"Mathias Christiansen, Christinna Pedersen",0,21,16,21,10,0,0,42,26,2,0,4,0,6,6,2,0,1
413,Yonex_All_England_Open,2019-03-09,England,WD,4,0,53,Japan,Japan,"Mayu Matsumoto, Wakana Nagahara",3,"Mayu Matsumoto, Wakana Nagahara",7,21,11,21,12,0,0,42,23,2,0,5,0,8,4,2,2,1
414,Yonex_All_England_Open,2018-03-15,England,XD,4,0,24,China,India,"Wang Yi Lyu, Huang Dong Ping",2,"Wang Yi Lyu, Huang Dong Ping",0,21,6,21,10,0,0,42,16,2,0,2,0,9,3,2,0,1
415,Victor_China_Open,2018-09-18,China,WD,4,0,37,Korea,Malaysia,"Chang Ye Na, Jung Kyung Eun",0,"Chang Ye Na, Jung Kyung Eun",0,21,19,21,16,0,0,42,35,2,0,4,0,5,4,2,0,1
416,Yonex_All_England_Open,2019-03-07,England,MD,4,0,34,Germany,China,"Mark Lamsfuss, Marvin Seidel",0,"Mark Lamsfuss, Marvin Seidel",0,22,20,21,14,0,0,43,34,2,0,4,0,6,5,1,0,1
417,Yonex_All_England_Open,2019-03-10,England,WD,6,0,83,China,Japan,"Chen Qing Chen, Jia Yi Fan",5,"Chen Qing Chen, Jia Yi Fan",3,18,21,22,20,21,11,61,52,2,1,3,3,7,5,12,2,1
418,Victor_China_Open,2018-09-19,China,WS,4,0,30,Thailand,Malaysia,Pornpawee Chochuwong,0,Pornpawee Chochuwong,0,21,15,21,12,0,0,42,27,2,0,5,0,4,3,1,1,1
419,Yonex_All_England_Open,2019-03-06,England,MS,4,0,40,Japan,Thailand,Kento Momota,1,Kento Momota,0,21,13,21,7,0,0,42,20,2,0,4,0,10,3,4,0,1
420,Yonex_All_England_Open,2019-03-08,England,XD,6,0,64,Malaysia,China,"Goh Soon Huat, Lai Shevon Jemie",0,"Goh Soon Huat, Lai Shevon Jemie",2,13,21,22,20,21,18,56,59,2,1,4,1,4,5,3,3,1
421,Yonex_All_England_Open,2018-03-14,England,WS,4,0,26,Japan,Russia,Saena Kawakami,0,Saena Kawakami,0,21,9,21,11,0,0,42,20,2,0,3,0,9,3,1,0,1
422,Yonex_All_England_Open,2019-03-09,England,XD,4,0,37,Japan,Malaysia,"Yuta Watanabe, Arisa Higashino",3,"Yuta Watanabe, Arisa Higashino",0,21,16,21,13,0,0,42,29,2,0,2,0,5,4,4,1,1
423,Yonex_All_England_Open,2019-03-10,England,WS,4,0,41,China,Chinesetaipei,Chen Yu Fei,3,Chen Yu Fei,1,21,17,21,17,0,0,42,34,2,0,2,0,6,4,9,19,1
424,Victor_China_Open,2018-09-20,China,MD,4,0,24,Chinesetaipei,India,"Chen Hung Ling, Wang Chi-Lin",0,"Chen Hung Ling, Wang Chi-Lin",0,21,9,21,10,0,0,42,19,2,0,2,0,7,3,3,1,1
425,Blibli_Indonesia_Open,2019-07-16,Indonesia,WS,4,0,31,Chinesetaipei,Singapore,Tai Tzu Ying,1,Tai Tzu Ying,0,21,12,21,18,0,0,42,30,2,0,2,0,5,4,4,0,1
426,Victor_China_Open,2018-09-18,China,WD,4,0,16,Japan,Usa,"Shiho Tanaka, Koharu Yonemoto",5,"Shiho Tanaka, Koharu Yonemoto",0,21,4,21,5,0,0,42,9,2,0,2,0,7,1,1,0,1
427,Yonex_All_England_Open,2019-03-07,England,XD,6,0,57,Indonesia,Malaysia,"Tontowi Ahmad, Winny Oktavina Kandow",0,"Tontowi Ahmad, Winny Oktavina Kandow",5,21,15,16,21,23,21,60,57,2,1,5,6,5,5,2,1,1
428,Yonex_All_England_Open,2019-03-08,England,WS,6,0,66,Japan,China,Akane Yamaguchi,4,Akane Yamaguchi,6,21,16,19,21,21,12,61,49,2,1,3,1,7,4,13,4,1
429,Yonex_All_England_Open,2019-03-09,England,MD,4,0,44,Indonesia,Japan,"Mohammad Ahsan, Hendra Setiawan",6,"Mohammad Ahsan, Hendra Setiawan",3,21,19,21,16,0,0,42,35,2,0,2,0,4,4,7,2,1
430,Victor_China_Open,2018-09-19,China,XD,4,0,27,Thailand,Indonesia,"Dechapol Puavaranukroh, Sapsiree Taerattanachai",0,"Dechapol Puavaranukroh, Sapsiree Taerattanachai",0,21,11,21,13,0,0,42,24,2,0,3,0,9,3,8,4,1
431,Yonex_All_England_Open,2019-03-10,England,MD,6,0,48,Indonesia,Malaysia,"Mohammad Ahsan, Hendra Setiawan",6,"Mohammad Ahsan, Hendra Setiawan",0,11,21,21,14,21,12,53,47,2,1,2,1,5,6,9,6,1
432,Yonex_All_England_Open,2019-03-06,England,WS,6,0,75,China,Thailand,Chen Xiao Xin,0,Chen Xiao Xin,7,21,23,24,22,21,14,66,59,2,1,9,2,4,8,1,8,1
433,Victor_China_Open,2018-09-20,China,WS,4,0,42,Japan,Thailand,Nozomi Okuhara,8,Nozomi Okuhara,0,21,9,22,20,0,0,43,29,2,0,3,0,5,4,5,2,1
434,Blibli_Indonesia_Open,2019-07-16,Indonesia,MD,6,0,54,China,Malaysia,"Li Jun Hui, Liu Yu Chen",3,"Li Jun Hui, Liu Yu Chen",0,19,21,21,15,21,9,61,45,2,1,3,3,4,6,7,0,1
435,Yonex_All_England_Open,2018-03-14,England,XD,4,0,35,China,Korea,"Wang Yi Lyu, Huang Dong Ping",2,"Wang Yi Lyu, Huang Dong Ping",0,21,15,21,17,0,0,42,32,2,0,3,0,6,5,2,1,1
436,Yonex_All_England_Open,2019-03-08,England,MS,6,0,68,Hongkong,Indonesia,Ng Ka Long Angus,0,Ng Ka Long Angus,0,16,21,21,14,21,15,58,50,2,1,2,2,3,6,4,5,1
437,Yonex_All_England_Open,2019-03-09,England,WS,6,0,47,Chinesetaipei,Japan,Tai Tzu Ying,1,Tai Tzu Ying,4,21,13,10,21,21,8,52,42,2,1,2,1,8,6,12,12,1
438,Yonex_All_England_Open,2019-03-10,England,XD,4,0,41,China,Japan,"Zheng Si Wei, Huang Ya Qiong",1,"Zheng Si Wei, Huang Ya Qiong",3,21,17,22,20,0,0,43,37,2,0,3,1,6,5,15,5,1
439,Victor_China_Open,2018-09-18,China,XD,4,0,30,Denmark,Chinesetaipei,"Mathias Christiansen, Christinna Pedersen",6,"Mathias Christiansen, Christinna Pedersen",0,21,10,21,10,0,0,42,20,2,0,0,0,0,0,2,0,1
440,Yonex_All_England_Open,2019-03-07,England,WD,4,0,47,Bulgaria,Thailand,"Gabriela Stoeva, Stefani Stoeva",8,"Gabriela Stoeva, Stefani Stoeva",0,21,18,25,23,0,0,46,41,2,0,2,4,5,4,2,4,1
441,Victor_China_Open,2018-09-19,China,MS,4,0,33,Japan,Japan,Kenta Nishimoto,0,Kenta Nishimoto,0,21,12,21,11,0,0,42,23,2,0,4,0,5,4,1,2,1
442,Yonex_All_England_Open,2019-03-10,England,MS,6,0,81,Japan,Denmark,Kento Momota,1,Kento Momota,6,21,11,15,21,21,15,57,47,2,1,3,3,8,5,14,5,1
443,Yonex_All_England_Open,2019-03-09,England,MS,4,0,54,Japan,Hongkong,Kento Momota,1,Kento Momota,0,21,19,21,11,0,0,42,30,2,0,3,0,5,5,7,1,1
444,Yonex_All_England_Open,2019-03-08,England,MD,4,0,39,Indonesia,Malaysia,"Fajar Alfian, Muhammad Rian Ardianto",8,"Fajar Alfian, Muhammad Rian Ardianto",0,22,20,21,12,0,0,43,32,2,0,3,1,7,6,3,0,1
445,Blibli_Indonesia_Open,2019-07-16,Indonesia,MS,4,0,43,Denmark,Chinesetaipei,Hans-Kristian Solberg Vittinghus,0,Hans-Kristian Solberg Vittinghus,0,21,16,21,18,0,0,42,34,2,0,3,0,6,4,4,3,1
446,Victor_China_Open,2018-09-20,China,WS,6,0,57,Japan,Japan,Akane Yamaguchi,2,Akane Yamaguchi,0,18,21,21,14,21,17,60,52,2,1,5,1,6,4,6,0,1
447,Yonex_All_England_Open,2019-03-07,England,MS,6,0,80,Indonesia,China,Tommy Sugiarto,0,Tommy Sugiarto,0,22,24,21,17,21,16,64,57,2,1,6,4,10,5,2,0,1
448,Victor_China_Open,2018-09-18,China,XD,6,0,52,Japan,Indonesia,"Yuta Watanabe, Arisa Higashino",0,"Yuta Watanabe, Arisa Higashino",0,22,20,16,21,21,16,59,57,2,1,3,2,6,4,5,1,1
449,Yonex_All_England_Open,2018-03-14,England,WD,6,0,61,Korea,China,"Kim So Yeong, Kong Hee Yong",0,"Kim So Yeong, Kong Hee Yong",0,20,22,21,10,21,15,62,47,2,1,3,1,8,7,1,0,1
450,Yonex_All_England_Open,2019-03-06,England,WS,4,0,35,India,Scotland,Saina Nehwal,8,Saina Nehwal,0,21,17,21,18,0,0,42,35,2,0,2,0,5,4,7,0,1
451,Yonex_All_England_Open,2019-03-09,England,WS,4,0,42,China,Japan,Chen Yu Fei,3,Chen Yu Fei,2,21,17,21,11,0,0,42,28,2,0,3,0,7,5,10,4,1
452,Victor_China_Open,2018-09-19,China,XD,4,0,27,Hongkong,Russia,"Tang Chun Man, Tse Ying Suet",4,"Tang Chun Man, Tse Ying Suet",0,21,14,21,19,0,0,42,33,2,0,2,0,4,4,1,1,1
453,Yonex_All_England_Open,2019-03-08,England,MS,4,0,44,Japan,India,Kento Momota,1,Kento Momota,7,21,12,21,16,0,0,42,28,2,0,8,0,9,4,16,4,1
454,Victor_China_Open,2018-09-20,China,XD,6,0,63,Thailand,England,"Dechapol Puavaranukroh, Sapsiree Taerattanachai",0,"Dechapol Puavaranukroh, Sapsiree Taerattanachai",8,17,21,25,23,21,16,63,60,2,1,4,3,6,4,5,0,1
455,Blibli_Indonesia_Open,2019-07-17,Indonesia,WS,4,0,32,China,Indonesia,Chen Yu Fei,2,Chen Yu Fei,0,21,7,21,19,0,0,42,26,2,0,2,0,9,4,6,2,1
456,Blibli_Indonesia_Open,2019-07-16,Indonesia,XD,4,0,40,Hongkong,Japan,"Tang Chun Man, Tse Ying Suet",8,"Tang Chun Man, Tse Ying Suet",0,22,20,21,17,0,0,43,37,2,0,4,1,4,3,1,0,1
457,Yonex_All_England_Open,2019-03-07,England,WS,4,0,33,China,China,Li Xue Rui,0,Li Xue Rui,0,21,14,21,12,0,0,42,26,2,0,5,0,10,3,1,0,1
458,Victor_China_Open,2018-09-18,China,WS,6,0,49,Japan,Malaysia,Akane Yamaguchi,2,Akane Yamaguchi,0,23,21,12,21,21,15,56,57,2,1,4,2,7,4,7,1,1
459,Yonex_All_England_Open,2019-03-09,England,MS,6,0,66,Denmark,China,Viktor Axelsen,6,Viktor Axelsen,2,22,20,13,21,21,9,56,50,2,1,4,1,5,6,10,3,1
460,Yonex_All_England_Open,2019-03-08,England,XD,4,0,35,China,England,"Zheng Si Wei, Huang Ya Qiong",1,"Zheng Si Wei, Huang Ya Qiong",6,21,16,21,12,0,0,42,28,2,0,4,0,6,4,5,0,1
461,Victor_China_Open,2018-09-19,China,WD,4,0,32,Korea,India,"Kim So Yeong, Kong Hee Yong",0,"Kim So Yeong, Kong Hee Yong",0,21,10,21,18,0,0,42,28,2,0,7,0,11,4,3,0,1
462,Yonex_All_England_Open,2019-03-06,England,WD,4,0,30,China,Canada,"Chen Qing Chen, Jia Yi Fan",5,"Chen Qing Chen, Jia Yi Fan",0,21,11,21,6,0,0,42,17,2,0,4,0,11,4,3,0,1
463,Blibli_Indonesia_Open,2019-07-17,Indonesia,WD,4,0,51,Thailand,England,"Puttita Supajirakul, Sapsiree Taerattanachai",0,"Puttita Supajirakul, Sapsiree Taerattanachai",0,21,17,21,19,0,0,42,36,2,0,3,0,4,4,2,0,1
464,Blibli_Indonesia_Open,2019-07-16,Indonesia,XD,2,1,7,England,Japan,"Chris Adcock, Gabrielle Adcock",0,"Chris Adcock, Gabrielle Adcock",3,11,6,0,0,0,0,11,6,1,0,0,0,3,1,1,4,1
465,Yonex_All_England_Open,2018-03-14,England,XD,4,0,30,China,England,"Zheng Si Wei, Huang Ya Qiong",5,"Zheng Si Wei, Huang Ya Qiong",0,21,14,21,9,0,0,42,23,2,0,2,0,7,3,1,0,1
466,Victor_China_Open,2018-09-20,China,WD,2,1,3,Bulgaria,Korea,"Gabriela Stoeva, Stefani Stoeva",0,"Gabriela Stoeva, Stefani Stoeva",7,5,4,0,0,0,0,5,4,1,0,0,0,2,1,2,8,1
467,Yonex_All_England_Open,2019-03-07,England,WD,4,0,33,China,Korea,"Li Wen Mei, Zheng Yu",0,"Li Wen Mei, Zheng Yu",6,21,8,21,18,0,0,42,26,2,0,2,0,12,3,2,3,1
468,Yonex_All_England_Open,2019-03-09,England,WD,4,0,65,China,Japan,"Chen Qing Chen, Jia Yi Fan",5,"Chen Qing Chen, Jia Yi Fan",1,21,18,23,21,0,0,44,39,2,0,3,2,4,4,12,10,1
469,Yonex_All_England_Open,2019-03-08,England,MD,6,0,64,Malaysia,China,"Aaron Chia, Soh Wooi Yik",0,"Aaron Chia, Soh Wooi Yik",0,21,19,17,21,21,12,59,52,2,1,3,1,5,5,2,0,1
470,Victor_China_Open,2018-09-19,China,XD,6,0,54,Indonesia,Malaysia,"Ricky Karandasuwardi, Debby Susanto",0,"Ricky Karandasuwardi, Debby Susanto",7,21,15,19,21,21,16,61,52,2,1,3,1,7,4,2,0,1
471,Victor_China_Open,2018-09-18,China,WD,4,0,29,Indonesia,Germany,"Greysia Polii, Apriyani Rahayu",4,"Greysia Polii, Apriyani Rahayu",0,21,17,21,15,0,0,42,32,2,0,6,0,5,3,1,0,1
472,Yonex_All_England_Open,2019-03-09,England,XD,6,0,53,China,Indonesia,"Zheng Si Wei, Huang Ya Qiong",1,"Zheng Si Wei, Huang Ya Qiong",0,13,21,22,20,21,13,56,54,2,1,4,4,6,5,11,2,1
473,Victor_China_Open,2018-09-20,China,WD,6,0,64,Japan,Indonesia,"Misaki Matsutomo, Ayaka Takahashi",2,"Misaki Matsutomo, Ayaka Takahashi",0,19,21,21,13,21,13,61,47,2,1,2,1,6,5,6,0,1
474,Blibli_Indonesia_Open,2019-07-17,Indonesia,WS,6,0,59,India,Japan,Pusarla V. Sindhu,5,Pusarla V. Sindhu,0,11,21,21,15,21,15,53,51,2,1,5,1,5,5,13,1,1
475,Yonex_All_England_Open,2019-03-08,England,WS,4,0,38,Japan,China,Nozomi Okuhara,2,Nozomi Okuhara,0,21,17,21,14,0,0,42,31,2,0,4,0,6,4,4,2,1
476,Blibli_Indonesia_Open,2019-07-16,Indonesia,WD,4,0,33,Japan,Germany,"Misaki Matsutomo, Ayaka Takahashi",3,"Misaki Matsutomo, Ayaka Takahashi",0,21,17,21,8,0,0,42,25,2,0,5,0,7,5,1,0,1
477,Yonex_All_England_Open,2019-03-07,England,MS,4,0,32,China,Malaysia,Shi Yu Qi,2,Shi Yu Qi,0,21,8,21,10,0,0,42,18,2,0,3,0,7,3,3,1,1
478,Yonex_All_England_Open,2019-03-06,England,WS,4,0,30,Hongkong,Russia,Cheung Ngan Yi,0,Cheung Ngan Yi,0,21,15,21,9,0,0,42,24,2,0,4,0,7,3,2,0,1
479,Yonex_All_England_Open,2018-03-14,England,WS,2,1,2,Malaysia,China,Goh Jin Wei,0,Goh Jin Wei,0,6,1,0,0,0,0,6,1,1,0,0,0,5,1,3,3,1
480,Victor_China_Open,2018-09-18,China,MD,4,0,26,Chinesetaipei,Netherlands,"Chen Hung Ling, Wang Chi-Lin",0,"Chen Hung Ling, Wang Chi-Lin",0,21,11,21,13,0,0,42,24,2,0,5,0,7,2,2,1,1
481,Yonex_All_England_Open,2019-03-09,England,MD,6,0,59,Malaysia,Indonesia,"Aaron Chia, Soh Wooi Yik",0,"Aaron Chia, Soh Wooi Yik",8,12,21,22,20,21,19,55,60,2,1,5,1,5,5,4,4,1
482,Blibli_Indonesia_Open,2019-07-18,Indonesia,XD,4,0,37,Malaysia,Hongkong,"Tan Kian Meng, Lai Pei Jing",0,"Tan Kian Meng, Lai Pei Jing",8,21,15,21,14,0,0,42,29,2,0,5,0,5,4,3,7,1
483,Victor_China_Open,2018-09-20,China,MD,6,0,49,Indonesia,Malaysia,"Ricky Karandasuwardi, Angga Pratama",0,"Ricky Karandasuwardi, Angga Pratama",0,21,14,17,21,21,19,59,54,2,1,2,1,6,4,2,0,1
